[1000] NNDSS - TABLE 1K. Ehrlichiosis and Anaplasmosis, Anaplasma phagocytophilum infection to Ehrlichia ch | pub=CDC | desc: NNDSS - Table 1K. Ehrlichiosis and Anaplasmosis, Anaplasma phagocytophilum infection to Ehrlichia chaffeensis infection - 2019. In this Table, provisional cases* of notifiable diseases are displayed f | cols: MMWR Year, Ehrlichiosis and Anaplasmosis, Ehrlichia chaffeensis infection, Cum 2018†, flag, Location 1 (zip), Location 1 (city), Location 2 (city), Location 2 (state), Ehrlichiosis and Anaplasmosis, Anaplasma phagocytophilum infection, Cum 2019†, flag, Ehrlichiosis and Anaplasmosis, Ehrlichia chaffeensis infection, Current week, flag, Location 2 (address), Location 1 (state) | tags: nndss, wonder, 2019, anaplasma phagocytophilum infection, ehrlichia chaffeensis infection, ehrlichiosis and anaplasmosis
[1002] NNDSS - TABLE 1R. Hepatitis C, perinatal infection to Influenza-associated pediatric mortality | pub=CDC | desc: NNDSS - TABLE 1R. Hepatitis C, perinatal infection to Influenza-associated pediatric mortality - 2022. In this Table, provisional cases* of notifiable diseases are displayed for United States, U.S. te | cols: Location 2, Hepatitis C, perinatal infection, Cum 2022†, flag, Influenza-associated pediatric mortality§, Cum 2022†, flag, Hepatitis C, perinatal infection, Previous 52 weeks Max†, Hepatitis C, perinatal infection, Cum 2021†, flag, MMWR Week, Influenza-associated pediatric mortality§, Current week, Influenza-associated pediatric mortality§, Previous 52 weeks Max†, flag, Reporting Area, Location 1 | tags: wonder, perinatal infection, nndss, influenza-associated pediatric mortality, 2022, hepatitis c
[1003] NNDSS - Table 1G. Carbapenemase-producing carbapenem-resistant Enterobacteriaceae to Chlamydia trach | pub=CDC | desc: NNDSS - Table 1G. Carbapenemase-producing carbapenem-resistant Enterobacteriaceae to Chlamydia trachomatis infection - 2022. In this Table, provisional cases* of notifiable diseases are displayed for  | cols: Chancroid, Cum 2022†, flag, Carbapenemase-producing Carbapenem-resistant enterobacteriaceae, Cum 2022†, flag, MMWR Week, Reporting Area Sort, Chlamydia trachomatis infection§, Cum 2021†, Chlamydia trachomatis infection§, Current week, Chancroid, Previous 52 weeks Max†, Carbapenemase-producing Carbapenem-resistant enterobacteriaceae, Cum 2021†, Carbapenemase-producing Carbapenem-resistant enterobacteriaceae, Previous 52 weeks Max†, Carbapenemase-producing Carbapenem-resistant enterobacteriaceae, Current week | tags: chancroid, carbapenemase-producing carbapenem-resistant enterobacteriaceae, 2022, nedss, nndss, wonder
[1004] NNDSS - TABLE 1P. Hemolytic uremic syndrome post-diarrheal to Hepatitis B, acute | pub=CDC | desc: NNDSS - TABLE 1P. Hemolytic uremic syndrome post-diarrheal to Hepatitis B, acute - 2022. In this Table, provisional cases* of notifiable diseases are displayed for United States, U.S. territories, and | cols: Hemolytic uremic snydrome post-diarrheal, Cum 2021†, flag, Hemolytic uremic snydrome post-diarrheal, Previous 52 weeks Max†, MMWR Year, States, Counties, Hepatitis B, acute, Cum 2021†, flag, Hemolytic uremic snydrome post-diarrheal, Cum 2021†, Hepatitis A, acute, Cum 2022†, Hepatitis A, acute, Previous 52 weeks Max†, Hepatitis A, acute, Current week, flag | tags: netss, hepatitis (viral acute) type a, hemolytic uremic syndrome post-diarrheal, 2022, wonder, nndss
[1005] NNDSS - Table 1H. Cholera to Coccidioidomycosis | pub=CDC | desc: NNDSS - Table 1H. Cholera to Coccidioidomycosis - 2022. In this Table, provisional cases* of notifiable diseases are displayed for United States, U.S. territories, and Non-U.S. residents. Notes: • The | cols: geocoding, Coccidioidomycosis, Cum 2022†, Coccidioidomycosis, Previous 52 weeks Max†, Cholera, Previous 52 weeks Max†, flag, Cholera, Previous 52 weeks Max†, Cholera, Current week, Cholera, Cum 2021†, Reporting Area Sort, Reporting Area, MMWR Year | tags: netss, nndss, wonder, 2022, cholera, coccidioidomycosis
[1006] NNDSS - TABLE 1K. Ehrlichiosis and Anaplasmosis, Anaplasma phagocytophilum infection to Ehrlichia ch | pub=CDC | desc: NNDSS - TABLE 1K. Ehrlichiosis and Anaplasmosis, Anaplasma phagocytophilum infection to Ehrlichia chaffeensis infection - 2022. In this Table, provisional cases* of notifiable diseases are displayed f | cols: Ehrlichiosis and Anaplasmosis, Ehrlichia chaffeensis infection, Current week, Ehrlichiosis and Anaplasmosis, Anaplasma phagocytophilum infection, Current week, Ehrlichiosis and Anaplasmosis, Anaplasma phagocytophilum infection, Previous 52 weeks Max†, flag, MMWR Year, MMWR Week, geocode, Ehrlichiosis and Anaplasmosis, Ehrlichia chaffeensis infection, Previous 52 weeks Max†, flag, Ehrlichiosis and Anaplasmosis, Anaplasma phagocytophilum infection, Cum 2021†, States, Counties | tags: ehrlichia chaffeensis infection, wonder, nndss, netss, nedss, ehrlichiosis and anaplasmosis
[1007] NNDSS - TABLE 1T. Invasive pneumococcal disease, Age<5 years, Confirmed to Legionellosis | pub=CDC | desc: NNDSS - TABLE 1T. Invasive pneumococcal disease, age<5 years, Confirmed to Legionellosis - 2022. In this Table, provisional cases* of notifiable diseases are displayed for United States, U.S. territor | cols: Invasive pneumococcal disease, age < 5 years§, Probable,  Cum 2022†, flag, Invasive pneumococcal disease, age < 5 years§, Probable, Cum 2021†, flag, Legionellosis, Previous 52 weeks Max†, flag, Legionellosis, Cum 2022†, Legionellosis, Cum 2022†, flag, geocode, Invasive pneumococcal disease, age < 5 years§, Confirmed, Previous 52 weeks Max†, flag, Invasive pneumococcal disease, age < 5 years§, Confirmed, Cum 2022†, flag, Legionellosis, Current week, Legionellosis, Cum 2021† | tags: probable, netss, nndss, nedss, 2022, age<5 years
[1008] NNDSS - TABLE 1L. Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection to Giardiasis | pub=CDC | desc: NNDSS - TABLE 1L. Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection to Giardiasis - 2022. In this Table, provisional cases* of notifiable diseases are displayed for United States, U.S. territ | cols: Location 1, Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection, Current week, flag, Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection, Cum 2021†, Location 2, Reporting Area Sort, MMWR Year, Ehrlichiosis and Anaplasmosis, Undetermined ehrlichiosis/anaplasmosis, Current week, Ehrlichiosis and Anaplasmosis, Undetermined ehrlichiosis/anaplasmosis, Previous 52 weeks Max†, Giardiasis, Previous 52 weeks Max†, flag, Ehrlichiosis and Anaplasmosis, Undetermined ehrlichiosis/anaplasmosis, Previous 52 weeks Max†, flag | tags: netss, nndss, undetermined ehrlichiosis/anaplasmosis, ehrlichia ewingii infection, 2022, ehrlichiosis and anaplasmosis
[1011] NNDSS - Table 1B. Arboviral diseases, Jamestown Canyon virus disease to Powassan virus disease | pub=CDC | desc: NNDSS - TABLE 1B. Arboviral diseases, Jamestown Canyon virus disease to Powassan virus disease – 2022. In this Table, provisional cases* of notifiable diseases are displayed for United States, U.S. te | cols: geocode, MMWR Week, Arboviral diseases, Jamestown Canyon virus disease, Current week, flag, Arboviral diseases, La Crosse virus disease, Previous 52 weeks Max†, flag, Arboviral diseases, Powassan virus disease, Cum 2022†, Counties, States, Arboviral diseases,La Crosse virus disease, Current week, Arboviral diseases, La Crosse virus disease, Cum 2021†, flag, Arboviral diseases, Powassan virus disease, Previous 52 weeks Max†, flag | tags: powassan virus disease, wonder, jamestown canyon virus disease, 2022, la crosse virus disease, nedss
[1013] NNDSS - Table 1C. Arboviral diseases, St. Louis encephalitis virus disease to West Nile virus diseas | pub=CDC | desc: NNDSS - Table 1C. Arboviral diseases, St. Louis encephalitis virus disease to West Nile virus disease - 2022. In this Table, provisional cases* of notifiable diseases are displayed for United States,  | cols: Arboviral diseases, St. Louis encephalitis virus disease, Cum 2021†, flag, Arboviral diseases, St. Louis encephalitis virus disease, Previous 52 weeks Max†, Arboviral diseases, St. Louis encephalitis virus disease, Previous 52 weeks Max†, flag, Arboviral diseases, West Nile virus disease, Cum 2021†, flag, Counties, Location 2, Reporting Area Sort, geocode, States, Location 1 | tags: nedss, netss, 2022, nndss, st. louis virus disease, west nile virus disease
[1015] dhds_dataset | pub=data.cdc.gov | cols: Indicator, Rowid, LocationDesc, Category, Data_Value_Footnote_Symbol, Data_Value_Footnote, WeightedNumber, StratificationCategory1, Stratification1, StratificationCategory2
[1016] dhds_dataset | pub=data.cdc.gov | cols: Number, Stratification2, LocationID, Category, Year, Rowid, Data_Value_Type, Data_Value_Unit, Data_Value_Alt, Data_Value_Footnote_Symbol
[1020] dhds_dataset | pub=data.cdc.gov | cols: Data_Value_Type, Response, Indicator, Category, Year, States, Counties, StratificationID2, LocationID, StratificationCategory2
[1021] JMK_DHDS_POC | pub=data.cdc.gov | cols: StratificationCategory1, WeightedNumber, CategoryID, LocationID, Low_Confidence_Limit, Data_Value_Footnote, Number, DataSource, LocationDesc, LocationAbbr
[1024] dhds_dataset | pub=data.cdc.gov | cols: Data_Value_Footnote_Symbol, Low_Confidence_Limit, Data_Value_Type, Indicator, Category, LocationAbbr, StratificationID1, LocationID, Geolocation, IndicatorID
[1026] dhds_dataset | pub=data.cdc.gov | cols: Response, WeightedNumber, DataSource, LocationDesc, Rowid, States, Data_Value_Footnote, StratificationCategoryID2, StratificationID1, Year
[1029] dataset_for_databricks_demo | pub=data.cdc.gov | cols: High_Confidence_Limit, StratificationCategoryID2, WeightedNumber, Low_Confidence_Limit, Data_Value, Response, Indicator, Category, DataSource, LocationDesc
[1031] dhds_dataset | pub=data.cdc.gov | cols: Rowid	Year	LocationAbbr	LocationDesc	DataSource	Category	Indicator	Response	Data_Value_Unit	Data_Value_Type	Data_Value	Data_Value_Alt	Data_Value_Footnote_Symbol	Data_Value_Footnote	Low_Confidence_Limit	High_Confidence_Limit	Number	WeightedNumber	Stratific
[1032] dhds_dataset | pub=data.cdc.gov | cols: DataSource, LocationAbbr, States, Counties, StratificationCategoryID1, DataValueTypeID, IndicatorID, CategoryID, Stratification2, StratificationCategory2
[1033] dhds_dataset | pub=data.cdc.gov | cols: Indicator, Year, Data_Value_Alt, Data_Value_Footnote_Symbol, Stratification2, Geolocation, ResponseID, DataValueTypeID, StratificationCategory2, StratificationID1
[1035] dhds_dataset | pub=data.cdc.gov | cols: IndicatorID, StratificationID2, LocationID, Geolocation, Stratification1, StratificationCategory1, Number, High_Confidence_Limit, Low_Confidence_Limit, Data_Value_Type
[1038] dhds_dataset | pub=data.cdc.gov | cols: High_Confidence_Limit, Indicator, DataSource, States, Rowid, Year, LocationDesc, Category, Counties, Data_Value_Unit
[1039] dhds_dataset | pub=data.cdc.gov | cols: Data_Value_Footnote, Rowid, LocationDesc, Category, Data_Value_Type, Data_Value_Alt, Data_Value_Footnote_Symbol, High_Confidence_Limit, WeightedNumber, StratificationCategory1
[1040] dhds_dataset | pub=data.cdc.gov | cols: Rowid, High_Confidence_Limit, Data_Value, StratificationCategory1, Data_Value_Type, Data_Value_Unit, Response, StratificationID1, StratificationCategoryID1, Low_Confidence_Limit
[1041] dhds_dataset | pub=data.cdc.gov | cols: Indicator, Response, Data_Value_Unit, Data_Value, Low_Confidence_Limit, WeightedNumber, CategoryID, DataValueTypeID, StratificationCategoryID1, StratificationCategory1
[1042] dhds_dataset | pub=data.cdc.gov | cols: StratificationID1, LocationAbbr, LocationDesc, DataSource, Data_Value_Footnote, LocationID, ResponseID, StratificationCategoryID1, StratificationID2, Counties
[1043] dhds_dataset | pub=data.cdc.gov | cols: Data_Value_Footnote, High_Confidence_Limit, StratificationCategory1, CategoryID, Response, Data_Value, Data_Value_Alt, Data_Value_Footnote_Symbol, Low_Confidence_Limit, DataValueTypeID
[1044] dhds_dataset | pub=data.cdc.gov | cols: CategoryID, StratificationCategoryID2, LocationID, Geolocation, StratificationID1, Low_Confidence_Limit, Rowid, StratificationID2, Counties, LocationAbbr
[1045] dhds_dataset | pub=data.cdc.gov | cols: Category, DataSource, LocationAbbr, States, Counties, IndicatorID, LocationID, ResponseID, StratificationID1, Number
[1047] dhds_dataset | pub=data.cdc.gov | cols: Data_Value, LocationDesc, Category, Response, Data_Value_Type, Data_Value_Unit, Data_Value_Footnote_Symbol, High_Confidence_Limit, StratificationCategory1, Stratification2
[1048] dhds_dataset | pub=data.cdc.gov | cols: IndicatorID, CategoryID, Stratification2, Counties, StratificationCategoryID1, Geolocation, StratificationCategory2, Stratification1, StratificationCategory1, Data_Value
[1049] dhds_dataset | pub=data.cdc.gov | cols: Stratification2, Data_Value_Type, DataSource, Category, LocationDesc, Data_Value, StratificationID2, value, Low_Confidence_Limit, StratificationCategory2
[1050] dhds_dataset | pub=data.cdc.gov | cols: Rowid, StratificationCategoryID1, LocationID, Geolocation, IndicatorID, StratificationCategory1, WeightedNumber, Number, Low_Confidence_Limit, Data_Value
[1051] dhds_dataset | pub=data.cdc.gov | cols: StratificationCategoryID1, States, LocationDesc, Category, Data_Value_Unit, Number, Data_Value_Footnote_Symbol, Data_Value_Alt, Indicator, WeightedNumber
[1053] dhds_dataset | pub=data.cdc.gov | cols: Data_Value_Unit, Stratification2, Data_Value_Type, LocationAbbr, StratificationCategoryID2, StratificationCategoryID1, ResponseID, LocationID, Geolocation, IndicatorID
[1054] dhds_dataset | pub=data.cdc.gov | cols: StratificationID2, WeightedNumber, Rowid, DataSource, Indicator, Response, Data_Value_Unit, Data_Value_Type, Data_Value_Alt, Data_Value_Footnote_Symbol
[1055] dhds_dataset | pub=data.cdc.gov | cols: StratificationCategory1, Counties, Geolocation, CategoryID, States, Data_Value_Type, Data_Value_Alt, Data_Value_Footnote, WeightedNumber, IndicatorID
[1056] dhds_dataset | pub=data.cdc.gov | cols: Counties, StratificationID2, StratificationCategoryID2, Stratification1, Low_Confidence_Limit, Data_Value_Footnote_Symbol, Data_Value_Alt, Response, LocationDesc, LocationAbbr
[1063] TGS_SC2_nasal_lineages | pub=data.cdc.gov | cols: BA.2.75, XFG, NB.1.8.1, BF.7, EG.5, JN.1, BA.5, BA.3.2, LB.1, BA.2
[1073] VEHSS Medicare Fee for Service + Advantage (100%) | pub=data.cdc.gov | desc: 2021, 2022. This dataset is a de-identified summary table of vision and eye health data indicators from Medicare claims and encounters, stratified by all available combinations of age group, race/ethn | cols: LocationID, RiskFactorID, AgeID, DataValueTypeID, ResponseID, QuestionID, CategoryID, TopicID, GeoLocation, High_Confidence_Limit
[1074] ARPSP IQVIA Antibiotic Use | pub=data.cdc.gov | cols: Year, Sex, Location, Antibiotic Class, Age, Rate
[1076] TGS_SC2_nasal_positivity | pub=data.cdc.gov | cols: week_of_collection_local, total_positive_individuals, who_region, umbrella_accounting_id, individual_positivity, total_participants, Unnamed Column, unique_key
[1079] Adobe Page Views and Visits for 2019-2024 | pub=CDC | cols: WeekNum, visits, pageviews, metricyear | tags: analytics, web page views
[1082] DQS Advanced Filters | pub=data.cdc.gov | cols: SUBTOPIC, DATA SHORTNAME, CLASSIFICATION, CLASSIFICATION_ID, FILTER, TOPIC
[1083] Weekly Differences in Cumulative RSV Vaccination Coverage Among Adults 75 and Older and 60-74 Years  | pub=National Center for Immunization and Respiratory D | desc: . Weekly Cumulative RSV Vaccination Coverage and Intent Among Adults 75 Years and Older and 60?74 Years with High Risk Conditions Ever Vaccinated with RSV Vaccine by Demographic Characteristics and Ju | cols: age_group, Difference_Estimate_Upper_95_CI, Comparison Group 1 Sort Order, Comparison Group 2 Sort Order, Comparison Group 1, Demographic Level, Week Ending, Significant_at_95_pct, Comparison Group 2 Estimate, Comparison Group 1 Estimate | tags: iqvia, rsv vaccination, nis-acm, vsd, nis-flu, iis
[1087] hcp_influenza | pub=data.cdc.gov | cols: Employee Lower Confiden, Total Number of Non-Employee Licensed Vaccinated, stateNumVaccTotal, stateNumEmpTotal, Number of Other Personnel, Number of Non-Employee Other Declined, numNonEmpCUnk, numNonEmpCMed, numNonEmpCDec, Number of Non-Employee Licensed Unknown
